emp_no,first_name,last_name,birth_date,from_date,to_date,title
296943,Yagil,Remmers,1965-01-18,1985-05-13,9999-01-01,Engineer
296980,Jaber,Feldmann,1965-01-09,1995-04-30,9999-01-01,Engineer
296981,Matt,Ruemmler,1965-01-01,1998-06-03,9999-01-01,Senior Staff
296983,Tonny,Kropf,1965-01-06,1997-09-27,9999-01-01,Senior Staff
297530,Uno,Jayawardene,1965-01-20,1993-07-03,9999-01-01,Senior Staff
297881,Jaewon,Mansanne,1965-01-18,1991-09-29,9999-01-01,Staff
298013,Ekawit,Schaft,1965-01-05,1994-06-24,9999-01-01,Engineer
298120,Francoise,Hegner,1965-01-24,1991-04-29,9999-01-01,Senior Staff
298140,Leah,Luke,1965-01-29,1989-02-27,9999-01-01,Engineer
298167,Denis,Narlikar,1965-01-05,1998-03-12,9999-01-01,Staff
298439,Changho,Gaughan,1965-01-10,2000-01-01,9999-01-01,Senior Staff
298507,Kensyu,Tsunoo,1965-01-30,1994-09-11,9999-01-01,Senior Engineer
298565,Breannda,Maquelin,1965-01-22,1986-12-16,9999-01-01,Engineer
298657,Irena,Baalen,1965-01-20,1997-09-01,9999-01-01,Engineer
298718,Jiong,Zultner,1965-01-27,1993-05-29,9999-01-01,Senior Staff
298813,Wuxu,Garigliano,1965-01-12,1992-01-29,9999-01-01,Technique Leader
299009,Kendra,Junet,1965-01-18,1986-04-17,9999-01-01,Assistant Engineer
299490,Bogdan,Pepe,1965-01-17,1993-12-21,9999-01-01,Staff
299780,Matk,Chorvat,1965-01-14,1993-10-10,9999-01-01,Senior Engineer
299953,Satoru,Janetzko,1965-01-28,1996-08-23,9999-01-01,Engineer
300576,Lalit,Lindqvist,1965-01-01,1992-03-09,9999-01-01,Senior Staff
300582,Luise,Vigier,1965-01-27,1998-03-05,9999-01-01,Staff
300745,Younwoo,Samarati,1965-01-19,1999-10-01,9999-01-01,Senior Engineer
301104,Kwangsub,Keirsey,1965-01-06,1997-04-21,9999-01-01,Senior Staff
301187,Panayotis,Hempstead,1965-01-14,1995-01-22,9999-01-01,Senior Engineer
301519,Saniya,Broomell,1965-01-19,1991-10-05,9999-01-01,Staff
301621,Charmane,Pargas,1965-01-21,1991-02-16,9999-01-01,Staff
302025,Valeska,Cools,1965-01-10,1990-12-12,9999-01-01,Engineer
302077,Udo,Ratnakar,1965-01-11,1997-10-15,9999-01-01,Staff
302242,Heekeun,Verhaegen,1965-01-16,1998-10-08,9999-01-01,Senior Staff
302664,Sanjoy,Porenta,1965-01-30,1999-10-18,9999-01-01,Senior Staff
302702,Goetz,McAffer,1965-01-26,1987-07-05,9999-01-01,Senior Engineer
303056,Hironoby,Jakobus,1965-01-23,1989-12-05,9999-01-01,Senior Staff
303073,Muzhong,Berztiss,1965-01-31,1992-06-05,9999-01-01,Senior Engineer
303121,Sachem,Msuda,1965-01-31,1989-12-31,9999-01-01,Staff
303303,Shaleah,Pileggi,1965-01-28,1992-02-09,9999-01-01,Senior Staff
303769,Leni,Kropatsch,1965-01-14,1992-05-27,9999-01-01,Staff
304044,Morrie,Iisaku,1965-01-16,1997-08-27,9999-01-01,Engineer
304518,Masasuke,Koprowski,1965-01-10,1986-07-15,9999-01-01,Staff
305003,Bezalel,Himler,1965-01-23,1996-12-24,9999-01-01,Staff
305020,Yongmao,Pouyioutas,1965-01-04,1990-01-24,9999-01-01,Engineer
305994,Geoffrey,Panienski,1965-01-01,1989-11-16,9999-01-01,Engineer
306125,Pranjal,Reinhard,1965-01-07,1997-05-19,9999-01-01,Senior Staff
306995,Giordano,Maquelin,1965-01-03,1998-09-26,9999-01-01,Engineer
307003,Danco,Debuse,1965-01-30,1997-11-21,9999-01-01,Engineer
307032,Oldrich,Adachi,1965-01-23,1987-06-21,9999-01-01,Senior Engineer
307199,Sanjiv,Bressoud,1965-01-02,1995-12-21,9999-01-01,Engineer
307365,Fayez,Keohane,1965-01-06,1997-02-07,9999-01-01,Senior Staff
307416,Paris,Lieblein,1965-01-30,1990-02-28,9999-01-01,Engineer
307685,Gritta,Petereit,1965-01-02,1986-09-10,9999-01-01,Technique Leader
308210,Caolyn,Marciano,1965-01-19,1998-11-04,9999-01-01,Engineer
308362,Naraig,Docker,1965-01-30,1998-02-25,9999-01-01,Senior Staff
308481,Geraldo,Gerteisen,1965-01-17,1998-09-10,9999-01-01,Staff
308660,Florian,Pezzoli,1965-01-09,2001-09-16,9999-01-01,Senior Engineer
308863,Sanjay,Ciolek,1965-01-16,1992-05-12,9999-01-01,Engineer
308870,Arumugam,Pelc,1965-01-09,1997-05-16,9999-01-01,Staff
308980,Nechama,Kandlur,1965-01-13,1987-01-26,9999-01-01,Staff
309185,Urs,Rande,1965-01-12,1989-03-30,9999-01-01,Staff
309219,Padma,Delgrange,1965-01-29,1994-03-02,9999-01-01,Engineer
309285,Danae,Honglei,1965-01-11,1988-07-21,9999-01-01,Staff
309520,Baoqiu,Kakkar,1965-01-14,1991-07-09,9999-01-01,Engineer
